Indikator,Auspraegung,Jahr,Raumbezug,Indikatorwert,Basiswert1,Basiswert2,Basiswert3,Basiswert4,Basiswert5,NameBasiswert1,NameBasiswert2,NameBasiswert3,NameBasiswert4,NameBasiswert5
Baugenehmigungen,Wohnungen 5 Räume und mehr,2016,21 Pasing - Obermenzing,11.8,121,1028,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2016,22 Aubing - Lochhausen - Langwied,6.8,46,675,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2016,23 Allach - Untermenzing,45.0,50,111,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2016,24 Feldmoching - Hasenbergl,42.9,78,182,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2016,25 Laim,5.3,10,189,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,Stadt München,12.6,946,7489,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,01 Altstadt - Lehel,6.7,7,105,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,02 Ludwigsvorstadt - Isarvorstadt,0.0,0,4,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,03 Maxvorstadt,14.6,24,164,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,04 Schwabing - West,5.7,12,210,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,05 Au - Haidhausen,12.7,39,306,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,06 Sendling,0.0,0,51,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,07 Sendling - Westpark,5.4,18,333,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,08 Schwanthalerhöhe,0.0,0,2,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,09 Neuhausen - Nymphenburg,8.6,16,186,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,10 Moosach,27.5,30,109,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,11 Milbertshofen - Am Hart,16.9,74,438,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,12 Schwabing - Freimann,13.6,58,428,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,13 Bogenhausen,10.8,90,833,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,14 Berg am Laim,7.8,32,408,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,15 Trudering - Riem,10.8,69,639,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,16 Ramersdorf - Perlach,9.2,103,1125,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,17 Obergiesing - Fasangarten,4.7,14,301,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,18 Untergiesing - Harlaching,21.8,19,87,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,13.4,45,335,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,20 Hadern,23.9,21,88,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,21 Pasing - Obermenzing,20.7,81,392,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,22 Aubing - Lochhausen - Langwied,22.1,95,429,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,23 Allach - Untermenzing,41.5,66,159,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,24 Feldmoching - Hasenbergl,9.5,20,211,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2015,25 Laim,8.9,13,146,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,Stadt München,12.9,981,7627,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,01 Altstadt - Lehel,0.0,0,2,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,02 Ludwigsvorstadt - Isarvorstadt,4.8,3,62,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,03 Maxvorstadt,3.1,4,128,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,04 Schwabing - West,5.9,12,202,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,05 Au - Haidhausen,15.3,24,157,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,06 Sendling,2.3,13,564,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,07 Sendling - Westpark,9.3,52,562,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,08 Schwanthalerhöhe,88.0,0,0,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,09 Neuhausen - Nymphenburg,17.6,9,51,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,10 Moosach,5.1,31,604,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,11 Milbertshofen - Am Hart,8.8,18,205,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,12 Schwabing - Freimann,13.3,102,766,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,13 Bogenhausen,34.7,59,170,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,14 Berg am Laim,4.3,11,256,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,15 Trudering - Riem,16.8,92,546,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,16 Ramersdorf - Perlach,6.2,56,909,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,17 Obergiesing - Fasangarten,9.5,8,84,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,18 Untergiesing - Harlaching,20.7,24,116,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,19.1,67,351,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,20 Hadern,20.4,34,167,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,21 Pasing - Obermenzing,12.6,73,578,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,22 Aubing - Lochhausen - Langwied,15.8,67,423,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,23 Allach - Untermenzing,38.2,65,170,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,24 Feldmoching - Hasenbergl,40.9,135,330,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2014,25 Laim,9.8,22,224,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,Stadt München,15.4,939,6100,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,01 Altstadt - Lehel,7.1,1,14,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,02 Ludwigsvorstadt - Isarvorstadt,1.4,1,71,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,03 Maxvorstadt,3.2,1,31,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,04 Schwabing - West,11.6,55,474,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,05 Au - Haidhausen,9.6,5,52,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,06 Sendling,4.2,7,168,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,07 Sendling - Westpark,15.1,82,543,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,08 Schwanthalerhöhe,0.0,0,2,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,09 Neuhausen - Nymphenburg,9.6,21,219,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,10 Moosach,17.4,20,115,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,11 Milbertshofen - Am Hart,12.3,21,171,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,12 Schwabing - Freimann,19.3,82,424,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,13 Bogenhausen,29.6,87,294,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,14 Berg am Laim,8.3,26,312,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,15 Trudering - Riem,26.6,107,403,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,16 Ramersdorf - Perlach,11.2,54,481,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,17 Obergiesing - Fasangarten,4.7,41,871,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,18 Untergiesing - Harlaching,18.0,18,100,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,11.5,61,530,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,20 Hadern,35.5,33,93,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,21 Pasing - Obermenzing,15.2,41,269,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,22 Aubing - Lochhausen - Langwied,39.7,31,78,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,23 Allach - Untermenzing,47.4,64,135,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,24 Feldmoching - Hasenbergl,32.5,65,200,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 5 Räume und mehr,2013,25 Laim,30.0,15,50,,,,genehmigte Neubauwohnungen (5 Räume und mehr),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,Stadt München,5.7,9093,1589026,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,01 Altstadt - Lehel,3.9,81,20860,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,02 Ludwigsvorstadt - Isarvorstadt,3.6,178,49876,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,03 Maxvorstadt,6.2,320,51945,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,04 Schwabing - West,5.3,365,68254,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,05 Au - Haidhausen,8.3,529,63583,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,06 Sendling,4.0,162,40790,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,07 Sendling - Westpark,2.7,167,62065,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,08 Schwanthalerhöhe,0.5,13,28732,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,09 Neuhausen - Nymphenburg,2.8,283,100396,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,10 Moosach,9.8,546,55851,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,11 Milbertshofen - Am Hart,1.8,138,76971,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,12 Schwabing - Freimann,7.0,540,76986,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,13 Bogenhausen,4.4,414,94337,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,14 Berg am Laim,2.1,99,47037,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,15 Trudering - Riem,7.7,580,75728,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,16 Ramersdorf - Perlach,3.5,424,120085,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,17 Obergiesing - Fasangarten,8.1,438,53795,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,18 Untergiesing - Harlaching,7.9,427,53909,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,5.7,580,101992,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,20 Hadern,4.3,222,51446,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,21 Pasing - Obermenzing,11.1,899,81246,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,22 Aubing - Lochhausen - Langwied,15.4,885,57502,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,23 Allach - Untermenzing,5.2,186,35918,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,24 Feldmoching - Hasenbergl,8.3,526,63006,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2023,25 Laim,1.6,91,56716,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,Stadt München,5.1,8098,1588330,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,01 Altstadt - Lehel,2.5,52,20808,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,02 Ludwigsvorstadt - Isarvorstadt,0.5,23,50915,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,03 Maxvorstadt,1.5,76,52269,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,04 Schwabing - West,2.9,201,68603,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,05 Au - Haidhausen,4.2,267,63383,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,06 Sendling,0.9,38,41011,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,07 Sendling - Westpark,3.0,185,61702,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,08 Schwanthalerhöhe,9.3,269,28986,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,09 Neuhausen - Nymphenburg,6.4,640,100495,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,10 Moosach,5.9,330,55761,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,11 Milbertshofen - Am Hart,2.8,216,76998,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,12 Schwabing - Freimann,1.6,128,79092,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,13 Bogenhausen,4.2,398,94317,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,14 Berg am Laim,3.8,177,47148,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,15 Trudering - Riem,7.3,556,76002,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,16 Ramersdorf - Perlach,4.2,501,119572,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,17 Obergiesing - Fasangarten,1.6,85,53964,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,18 Untergiesing - Harlaching,3.7,201,54068,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,5.3,536,101087,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,20 Hadern,4.6,234,51239,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,21 Pasing - Obermenzing,10.3,827,80309,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,22 Aubing - Lochhausen - Langwied,22.1,1209,54619,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,23 Allach - Untermenzing,5.4,194,36017,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,24 Feldmoching - Hasenbergl,5.8,368,63110,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2022,25 Laim,6.8,387,56855,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,Stadt München,5.5,8655,1562128,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,01 Altstadt - Lehel,5.0,103,20626,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,02 Ludwigsvorstadt - Isarvorstadt,5.5,282,50943,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,03 Maxvorstadt,0.8,39,51228,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,04 Schwabing - West,3.6,246,68255,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,05 Au - Haidhausen,2.1,129,62315,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,06 Sendling,1.6,67,40704,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,07 Sendling - Westpark,1.4,82,60540,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,08 Schwanthalerhöhe,2.0,58,28870,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,09 Neuhausen - Nymphenburg,6.0,594,99415,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
Baugenehmigungen,Wohnungsbau,2021,10 Moosach,2.1,118,54928,,,,Baugenehmigungen,Hauptwohnsitzbevölkerung (insgesamt),,,
