Indikator,Auspraegung,Jahr,Raumbezug,Indikatorwert,Basiswert1,Basiswert2,Basiswert3,Basiswert4,Basiswert5,NameBasiswert1,NameBasiswert2,NameBasiswert3,NameBasiswert4,NameBasiswert5
Baugenehmigungen,Wohnfläche,2018,07 Sendling - Westpark,75.2,18881,251,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,08 Schwanthalerhöhe,83.0,83,1,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,09 Neuhausen - Nymphenburg,115.9,8110,70,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,10 Moosach,77.1,32632,423,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,11 Milbertshofen - Am Hart,67.1,20050,299,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,12 Schwabing - Freimann,38.5,23257,604,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,13 Bogenhausen,71.4,136464,1912,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,14 Berg am Laim,77.0,4775,62,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,15 Trudering - Riem,73.1,79663,1090,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,16 Ramersdorf - Perlach,66.0,69466,1053,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,17 Obergiesing - Fasangarten,64.0,11073,173,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,18 Untergiesing - Harlaching,76.6,46193,603,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,76.2,58616,769,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,20 Hadern,85.5,16930,198,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,21 Pasing - Obermenzing,70.7,79516,1124,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,22 Aubing - Lochhausen - Langwied,71.8,50533,704,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,23 Allach - Untermenzing,88.7,27319,308,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,24 Feldmoching - Hasenbergl,83.7,28287,338,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2018,25 Laim,90.9,6457,71,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,Stadt München,64.8,772302,11910,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,01 Altstadt - Lehel,41.8,1714,41,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,02 Ludwigsvorstadt - Isarvorstadt,57.3,8487,148,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,03 Maxvorstadt,57.6,10489,182,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,04 Schwabing - West,55.7,12320,221,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,05 Au - Haidhausen,76.9,36280,472,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,06 Sendling,29.1,9204,316,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,07 Sendling - Westpark,68.5,8219,120,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,08 Schwanthalerhöhe,64.0,4031,63,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,09 Neuhausen - Nymphenburg,67.2,27081,403,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,10 Moosach,54.4,28665,527,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,11 Milbertshofen - Am Hart,39.7,27652,696,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,12 Schwabing - Freimann,77.7,35802,461,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,13 Bogenhausen,75.7,87792,1159,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,14 Berg am Laim,69.7,9891,142,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,15 Trudering - Riem,80.5,31731,394,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,16 Ramersdorf - Perlach,58.8,73878,1257,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,17 Obergiesing - Fasangarten,44.1,16287,369,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,18 Untergiesing - Harlaching,88.2,14997,170,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,66.3,87009,1312,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,20 Hadern,75.0,35546,474,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,21 Pasing - Obermenzing,65.4,82383,1260,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,22 Aubing - Lochhausen - Langwied,69.9,59485,851,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,23 Allach - Untermenzing,70.6,38707,548,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,24 Feldmoching - Hasenbergl,73.7,21214,288,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2017,25 Laim,95.5,3438,36,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,Stadt München,73.8,638103,8650,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,01 Altstadt - Lehel,142.2,3981,28,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,02 Ludwigsvorstadt - Isarvorstadt,80.8,32646,404,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,03 Maxvorstadt,77.4,10607,137,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,04 Schwabing - West,67.3,3769,56,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,05 Au - Haidhausen,99.9,5094,51,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,06 Sendling,71.2,14176,199,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,07 Sendling - Westpark,68.8,22558,328,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,08 Schwanthalerhöhe,65.1,521,8,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,09 Neuhausen - Nymphenburg,75.3,55901,742,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,10 Moosach,55.6,12009,216,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,11 Milbertshofen - Am Hart,84.9,17318,204,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,12 Schwabing - Freimann,69.4,62517,901,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,13 Bogenhausen,78.1,38026,487,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,14 Berg am Laim,72.8,18345,252,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,15 Trudering - Riem,91.5,31303,342,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,16 Ramersdorf - Perlach,70.4,66202,940,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,17 Obergiesing - Fasangarten,105.7,1057,10,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,18 Untergiesing - Harlaching,103.4,16125,156,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,64.8,52888,816,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,20 Hadern,94.9,17850,188,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,21 Pasing - Obermenzing,68.8,70696,1028,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,22 Aubing - Lochhausen - Langwied,61.3,41359,675,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,23 Allach - Untermenzing,102.5,11373,111,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,24 Feldmoching - Hasenbergl,99.9,18189,182,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2016,25 Laim,71.9,13593,189,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,Stadt München,77.9,583257,7489,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,01 Altstadt - Lehel,83.0,8715,105,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,02 Ludwigsvorstadt - Isarvorstadt,95.3,381,4,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,03 Maxvorstadt,97.7,16030,164,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,04 Schwabing - West,73.2,15362,210,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,05 Au - Haidhausen,72.7,22247,306,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,06 Sendling,50.0,2550,51,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,07 Sendling - Westpark,65.2,21718,333,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,08 Schwanthalerhöhe,92.5,185,2,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,09 Neuhausen - Nymphenburg,93.3,17345,186,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,10 Moosach,88.4,9638,109,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,11 Milbertshofen - Am Hart,74.0,32417,438,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,12 Schwabing - Freimann,90.4,38672,428,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,13 Bogenhausen,83.1,69200,833,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,14 Berg am Laim,66.5,27143,408,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,15 Trudering - Riem,80.6,51474,639,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,16 Ramersdorf - Perlach,68.0,76534,1125,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,17 Obergiesing - Fasangarten,53.0,15968,301,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,18 Untergiesing - Harlaching,108.6,9448,87,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,92.3,30923,335,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,20 Hadern,97.9,8614,88,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,21 Pasing - Obermenzing,88.6,34725,392,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,22 Aubing - Lochhausen - Langwied,74.8,32080,429,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,23 Allach - Untermenzing,91.6,14565,159,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,24 Feldmoching - Hasenbergl,75.8,15985,211,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2015,25 Laim,77.7,11338,146,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,Stadt München,73.3,558740,7627,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,01 Altstadt - Lehel,92.0,184,2,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,02 Ludwigsvorstadt - Isarvorstadt,85.0,5269,62,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,03 Maxvorstadt,81.1,10380,128,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,04 Schwabing - West,72.8,14709,202,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,05 Au - Haidhausen,73.9,11605,157,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,06 Sendling,48.1,27139,564,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,07 Sendling - Westpark,77.1,43327,562,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,08 Schwanthalerhöhe,88.0,0,0,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,09 Neuhausen - Nymphenburg,97.1,4952,51,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,10 Moosach,45.5,27512,604,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,11 Milbertshofen - Am Hart,76.4,15670,205,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,12 Schwabing - Freimann,66.8,51164,766,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,13 Bogenhausen,153.5,26102,170,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,14 Berg am Laim,73.0,18696,256,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,15 Trudering - Riem,86.8,47366,546,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,16 Ramersdorf - Perlach,55.3,50307,909,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,17 Obergiesing - Fasangarten,63.3,5320,84,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,18 Untergiesing - Harlaching,105.3,12219,116,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,86.5,30348,351,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,20 Hadern,87.7,14642,167,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,21 Pasing - Obermenzing,76.5,44215,578,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,22 Aubing - Lochhausen - Langwied,74.1,31335,423,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,23 Allach - Untermenzing,98.6,16763,170,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,24 Feldmoching - Hasenbergl,94.5,31191,330,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2014,25 Laim,81.8,18325,224,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,Stadt München,81.9,499822,6100,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,01 Altstadt - Lehel,106.9,1496,14,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,02 Ludwigsvorstadt - Isarvorstadt,83.6,5939,71,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,03 Maxvorstadt,54.0,1673,31,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,04 Schwabing - West,77.3,36640,474,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,05 Au - Haidhausen,102.2,5313,52,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,06 Sendling,49.0,8228,168,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,07 Sendling - Westpark,69.9,37959,543,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,08 Schwanthalerhöhe,92.5,185,2,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,09 Neuhausen - Nymphenburg,78.6,17211,219,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnfläche,2013,10 Moosach,88.2,10143,115,,,,Summe (Wohnflächen genehmigter Neubauwohnungen),genehmigte Neubauwohnungen (insgesamt),,,
